Time,E+E Hum,E+E Temp,Vaisala Hum,Vaisala Temp,SGS Hum,SGS Temp,SGS RAW,SGS 2 RevC Hum,SGS 2 RevC Temp,SGS 2 RevC RAW
12:23:19,0,0,,,,,,,,
12:23:20,0,0,,,,,,,,
12:23:21,0,0,,,,,,,,
12:23:22,0,0,,,,,,,,
12:23:23,0,0,,,,,,,,
12:23:24,0,0,,,,,,,,
12:23:25,0,0,,,,,,,,
12:23:26,0,0,,,,,,,,
12:23:27,0,0,,,,,,,,
12:23:28,0,0,,,,,,,,
12:23:29,0,0,,,25.6,51.1,468739,9.7,0.9,546577
12:23:30,0,0,,,76.8,153.5,468731,29.6,2.8,546568
12:23:31,0,0,NaN,NaN,128,255.9,468735,47.4,4.8,546568
12:23:32,0,0,NaN,NaN,179.2,358.3,468740,63.3,6.8,546571
12:23:33,0,0,NaN,NaN,230.5,460.7,468751,77.6,8.7,546574
12:23:34,0,0,NaN,NaN,281.7,563.1,468761,90.4,10.7,546582
12:23:35,0,0,NaN,NaN,332.9,665.5,468775,101.8,12.6,546591
12:23:36,0,0,NaN,NaN,384.1,767.9,468782,112,14.5,546590
